client_id,client_name,region,contract_type,consumption_kwh,billing_date,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
5583,"Winters, Stewart and Smith",Sur,Comercial,7257,2024-05-30,83.1,0.23,1669.1100000000001,46
5584,Griffin-Yu,Norte,Comercial,6558,2024-06-20,795.38,0.13,852.5400000000001,90
5585,Weaver PLC,Centro,Residencial,2066,2024-10-28,1177.38,0.23,475.18,36
5586,Pittman and Sons,Sur,Comercial,9638,2024-01-19,553.32,0.2,1927.6000000000001,31
5587,"Dixon, Spencer and Erickson",Sur,Comercial,6234,2024-08-09,1624.93,0.22,1371.48,21
5588,"Walker, Logan and Ross",Este,Residencial,1344,2024-06-07,1607.3,0.13,174.72,11
5589,"Anderson, Rivera and Brown",Sur,Residencial,7935,2024-10-23,774.35,0.21,1666.35,55
5590,"Rocha, Harrison and Allen",Oeste,Comercial,1854,2024-10-01,1687.26,0.17,315.18,30
5591,Wilson Ltd,Este,Comercial,9947,2024-04-23,363.62,0.13,1293.1100000000001,40
5592,"Francis, Fuentes and Barton",Sur,Comercial,8164,2024-07-09,959.39,0.13,1061.32,8
5593,"Richard, Melton and Kane",Sur,Residencial,7903,2024-10-01,1640.84,0.1,790.3000000000001,23
5594,"Martin, Stone and Lam",Oeste,Residencial,5071,2024-06-11,108.94,0.22,1115.6200000000001,17
5595,Rodriguez-Rodriguez,Sur,Residencial,4320,2024-06-09,1716.53,0.23,993.6,47
5596,Valentine-Randolph,Este,Comercial,2837,2024-06-19,1584.17,0.11,312.07,66
5597,"Ware, Russell and Aguirre",Centro,Comercial,1579,2024-05-13,1466.45,0.23,363.17,13
5598,Jimenez and Sons,Sur,Residencial,3235,2024-01-15,493.99,0.19,614.65,99
5599,"Flores, Lucero and Lewis",Este,Residencial,2219,2024-06-10,504.72,0.16,355.04,50
5600,Allen Inc,Este,Residencial,836,2024-03-17,432.7,0.18,150.48,72
5601,Gonzales Group,Sur,Comercial,9326,2024-03-10,343.97,0.17,1585.42,12
5602,"Andrade, Johnson and Dean",Norte,Comercial,6945,2024-07-05,1858.66,0.17,1180.65,77
5603,Owens-Mccann,Norte,Residencial,3101,2024-02-24,461.77,0.24,744.24,27
5604,Green Group,Centro,Comercial,2532,2024-07-29,1271.44,0.22,557.04,30
5605,"Hernandez, Hayden and Thompson",Centro,Comercial,7323,2024-03-17,1115.12,0.15,1098.45,82
5606,Moore-Mendoza,Este,Residencial,5609,2024-07-17,759.67,0.2,1121.8,96
5607,"Goodman, French and Armstrong",Centro,Comercial,9179,2024-06-29,780.3,0.2,1835.8000000000002,94
5608,"Torres, Powers and Frost",Centro,Comercial,9785,2024-06-09,439.47,0.1,978.5,70
5609,"Frank, Palmer and Wilson",Sur,Comercial,7543,2024-07-04,873.73,0.23,1734.89,68
5610,Solis-Lawrence,Norte,Comercial,8085,2024-02-20,1533.53,0.23,1859.5500000000002,15
5611,"Peters, Owens and Petersen",Este,Comercial,8708,2024-09-28,1021.76,0.16,1393.28,0
5612,Herring Inc,Centro,Residencial,6877,2024-04-17,193.76,0.19,1306.63,23
5613,Ortiz Ltd,Sur,Comercial,2946,2024-01-28,182.61,0.2,589.2,21
5614,Ford PLC,Este,Residencial,5049,2024-07-21,221.11,0.15,757.35,80
5615,Johnson-Herrera,Centro,Comercial,1144,2024-05-30,1684.75,0.18,205.92,39
5616,Williams-Mendoza,Este,Comercial,2340,2024-05-05,830.84,0.24,561.6,2
5617,Holmes-Beltran,Este,Residencial,9443,2024-07-21,675.06,0.12,1133.1599999999999,47
5618,"Glass, Young and Collins",Centro,Residencial,1962,2024-02-11,890.72,0.12,235.44,97
5619,Fowler Ltd,Oeste,Residencial,6001,2024-05-15,195.52,0.24,1440.24,58
5620,Kline-Dyer,Este,Comercial,1027,2024-03-21,491.93,0.23,236.21,80
5621,"Campbell, Fernandez and Hansen",Oeste,Residencial,3604,2024-08-06,1617.0,0.15,540.6,6
5622,Buck-Horton,Sur,Residencial,5183,2024-05-29,1701.44,0.13,673.7900000000001,43
5623,Ingram-Johnson,Oeste,Comercial,3882,2024-02-23,1292.34,0.15,582.3,63
5624,"Lee, Sandoval and Fuentes",Este,Residencial,2457,2024-06-16,986.93,0.11,270.27,20
5625,"Gould, Perkins and Lewis",Oeste,Residencial,2327,2024-02-02,1910.91,0.22,511.94,51
5626,Johnson-Davis,Sur,Comercial,9292,2024-03-02,725.13,0.22,2044.24,59
5627,"Evans, Jackson and White",Norte,Comercial,5321,2024-09-09,1081.76,0.22,1170.6200000000001,83
5628,Smith-Caldwell,Centro,Comercial,3312,2024-02-27,621.84,0.16,529.92,77
5629,Owen-Erickson,Centro,Residencial,9143,2024-04-15,1497.55,0.17,1554.3100000000002,51
5630,Robinson-Wilkerson,Centro,Comercial,4830,2024-01-11,1569.52,0.22,1062.6,74
5631,"Ramirez, Mccarty and Osborne",Norte,Residencial,2336,2024-03-21,462.91,0.22,513.92,93
5632,Porter-Pitts,Oeste,Residencial,7273,2024-08-16,1007.36,0.1,727.3000000000001,89
5633,Williams-Miller,Centro,Residencial,984,2024-07-08,769.04,0.21,206.64,92
5634,"Warren, Price and Snow",Sur,Comercial,4241,2024-02-08,457.89,0.23,975.4300000000001,14
5635,"Armstrong, Alexander and Boyle",Sur,Comercial,3847,2024-03-04,106.08,0.21,807.87,17
5636,Alvarez Ltd,Oeste,Comercial,6376,2024-07-15,1845.87,0.22,1402.72,94
5637,Burke LLC,Sur,Comercial,2995,2024-08-13,355.33,0.2,599.0,20
5638,Garcia PLC,Oeste,Comercial,2059,2024-07-12,58.71,0.14,288.26000000000005,33
5639,White Inc,Sur,Residencial,8654,2024-11-07,959.99,0.12,1038.48,16
5640,Williams PLC,Sur,Residencial,7952,2024-09-16,649.21,0.23,1828.96,6
5641,David Group,Oeste,Residencial,6183,2024-03-30,1311.27,0.15,927.4499999999999,63
5642,"Ray, Rodriguez and Donovan",Este,Comercial,5330,2024-05-14,1956.17,0.19,1012.7,43
5643,Flynn-Allen,Centro,Comercial,9214,2024-08-15,1138.94,0.16,1474.24,72
5644,"Thompson, Macias and Conner",Centro,Comercial,1457,2024-09-02,444.1,0.21,305.96999999999997,71
5645,Meyer Group,Oeste,Comercial,6624,2024-08-28,179.94,0.13,861.12,25
5646,Mcintosh Group,Norte,Comercial,9050,2024-05-31,1041.24,0.19,1719.5,38
5647,"Smith, Rogers and English",Oeste,Comercial,4974,2024-11-02,496.9,0.12,596.88,18
5648,Newman and Sons,Norte,Residencial,561,2024-04-04,1264.14,0.15,84.14999999999999,34
5649,Campbell-Barton,Norte,Comercial,7225,2024-10-20,186.24,0.21,1517.25,26
5650,"Harrington, Griffith and Wright",Sur,Comercial,2321,2024-05-10,794.7,0.14,324.94000000000005,47
5651,"Russell, Reed and Lee",Oeste,Comercial,2570,2024-06-26,226.58,0.15,385.5,89
5652,Romero-Johnson,Norte,Residencial,3812,2024-07-29,1406.49,0.22,838.64,41
5653,Davis Group,Sur,Comercial,3767,2024-10-09,1991.84,0.23,866.4100000000001,0
5654,"Turner, Beck and Thomas",Este,Comercial,1610,2024-06-26,261.09,0.18,289.8,31
5655,Young-Jones,Sur,Comercial,5853,2024-09-30,1545.33,0.12,702.36,1
5656,Spencer Inc,Sur,Comercial,3253,2024-10-05,144.93,0.21,683.13,93
5657,"Allen, Johnson and Howe",Este,Residencial,5659,2024-05-18,1578.3,0.19,1075.21,62
5658,Franco and Sons,Centro,Residencial,8587,2024-05-31,518.38,0.18,1545.6599999999999,22
5659,Hines Group,Sur,Residencial,4706,2024-01-10,609.54,0.11,517.66,44
5660,Ortiz Group,Norte,Residencial,3131,2024-07-03,1647.4,0.18,563.5799999999999,71
5661,"Carpenter, Schneider and Tucker",Norte,Comercial,6866,2024-07-18,1183.15,0.13,892.58,13
5662,Pearson-Anderson,Sur,Residencial,375,2024-01-31,629.6,0.18,67.5,95
5663,Johnson-Nixon,Centro,Comercial,4877,2024-04-08,523.46,0.22,1072.94,68
5664,"Smith, Morrow and Mcmillan",Oeste,Residencial,8890,2024-06-10,890.73,0.2,1778.0,91
5665,"Spence, Hunter and Wilson",Sur,Residencial,270,2024-01-24,533.36,0.2,54.0,99
5666,Yoder PLC,Oeste,Comercial,2448,2024-01-27,1743.29,0.21,514.0799999999999,1
5667,"Brooks, Cunningham and Diaz",Oeste,Comercial,2949,2024-10-03,277.64,0.24,707.76,24
5668,Campbell PLC,Este,Residencial,596,2024-10-13,715.4,0.15,89.39999999999999,94
5669,Hunter-Morris,Este,Residencial,8616,2024-10-26,591.23,0.24,2067.84,38
5670,Coleman Inc,Oeste,Residencial,9387,2024-04-07,1147.57,0.13,1220.31,69
5671,"Villarreal, Jackson and Allen",Centro,Comercial,9067,2024-03-02,1160.43,0.17,1541.39,97
5672,Mitchell-Wright,Norte,Residencial,2253,2024-09-10,643.98,0.16,360.48,37
5673,Clark PLC,Norte,Residencial,5098,2024-03-10,636.43,0.23,1172.54,11
5674,Carroll and Sons,Norte,Comercial,8484,2024-03-23,1649.95,0.1,848.4000000000001,82
5675,"Moore, Olson and Anderson",Sur,Residencial,8695,2024-04-30,771.95,0.19,1652.05,24
5676,Nash and Sons,Este,Residencial,3324,2024-02-21,1634.29,0.18,598.3199999999999,51
5677,"Baker, Nguyen and Price",Oeste,Comercial,1303,2024-01-25,1791.26,0.22,286.66,36
5678,"Rodriguez, Mullins and Green",Sur,Residencial,983,2024-10-03,740.58,0.14,137.62,54
5679,Hines and Sons,Sur,Residencial,276,2024-10-13,1689.11,0.14,38.64,8
5680,"Chang, Taylor and Johnson",Norte,Residencial,9601,2024-08-14,1174.65,0.17,1632.17,96
5681,"Floyd, Morton and Baker",Sur,Comercial,4962,2024-09-17,131.22,0.24,1190.8799999999999,53
5682,Phillips-Gonzalez,Centro,Residencial,3630,2024-04-30,68.44,0.11,399.3,91
5683,"Shepard, Chambers and Martinez",Este,Residencial,5649,2024-05-18,1332.43,0.14,790.8600000000001,87
5684,Martin Group,Sur,Comercial,2116,2024-02-03,578.73,0.15,317.4,18
5685,Newman Inc,Sur,Comercial,2770,2024-09-28,1046.36,0.12,332.4,82
5686,Mclaughlin-Owens,Este,Residencial,7593,2024-09-23,219.14,0.21,1594.53,75
5687,"Long, Murray and Walls",Este,Comercial,6200,2024-07-06,1055.15,0.1,620.0,24
5688,Sutton-Scott,Centro,Comercial,2973,2024-06-15,1003.13,0.16,475.68,30
5689,"Williams, Taylor and Lindsey",Oeste,Residencial,1782,2024-04-24,1358.26,0.22,392.04,0
5690,Camacho Ltd,Este,Residencial,4795,2024-10-05,176.5,0.23,1102.8500000000001,21
5691,Vaughan Group,Centro,Residencial,5897,2024-08-26,366.61,0.13,766.61,20
5692,Stanley-Long,Norte,Comercial,9696,2024-08-20,577.4,0.25,2424.0,64
5693,Obrien-Rosales,Centro,Comercial,2928,2024-10-30,1561.03,0.14,409.92,56
5694,"Morrison, Acevedo and Wright",Este,Residencial,7332,2024-02-26,1352.39,0.24,1759.6799999999998,60
5695,"Craig, Ramirez and Morris",Este,Residencial,9492,2024-03-13,654.72,0.21,1993.32,20
5696,Silva Group,Norte,Comercial,3208,2024-02-17,1577.94,0.21,673.68,63
5697,"Mullen, Farmer and Thompson",Este,Comercial,6973,2024-01-16,1892.02,0.23,1603.79,38
5698,Mason PLC,Centro,Comercial,1557,2024-07-12,279.6,0.21,326.96999999999997,47
5699,Casey Group,Este,Comercial,9968,2024-07-08,772.33,0.16,1594.88,17
5700,"Cruz, Hensley and Phillips",Sur,Comercial,8978,2024-04-19,1177.44,0.24,2154.72,4
5701,Mendez-Williams,Norte,Comercial,6317,2024-05-21,1904.85,0.16,1010.72,23
5702,Lee-Smith,Oeste,Residencial,7668,2024-10-10,442.24,0.11,843.48,41
5703,Rojas-Holmes,Norte,Residencial,2073,2024-01-17,1435.47,0.23,476.79,56
5704,"Hall, Wood and Brown",Norte,Residencial,7848,2024-09-06,1039.39,0.22,1726.56,39
5705,Rose-Perry,Norte,Comercial,7179,2024-01-19,1046.09,0.17,1220.43,85
5706,Harrison Inc,Este,Residencial,2634,2024-10-09,1220.82,0.1,263.40000000000003,20
5707,"Carter, Parker and Berry",Oeste,Residencial,4907,2024-03-20,200.43,0.25,1226.75,88
5708,"Weiss, Bartlett and Harris",Este,Comercial,1234,2024-06-29,726.38,0.1,123.4,30
5709,Rose-Stewart,Norte,Residencial,4977,2024-04-17,1104.9,0.15,746.55,50
5710,Ward-Kelly,Centro,Residencial,6702,2024-08-05,1793.11,0.24,1608.48,11
5711,Mcconnell-Salinas,Centro,Comercial,2584,2024-03-26,973.45,0.17,439.28000000000003,85
5712,Ramos PLC,Sur,Residencial,9972,2024-06-21,1298.46,0.14,1396.0800000000002,58
5713,Johnson LLC,Centro,Comercial,5952,2024-10-29,1095.47,0.13,773.76,51
5714,"Taylor, Maxwell and Lee",Este,Residencial,7779,2024-10-03,627.75,0.1,777.9000000000001,83
5715,"Williams, Mcintosh and Flowers",Centro,Comercial,6714,2024-11-05,411.03,0.13,872.82,10
5716,Vasquez LLC,Oeste,Comercial,9160,2024-06-20,981.05,0.13,1190.8,76
5717,Webb Ltd,Centro,Comercial,2794,2024-06-30,1039.39,0.19,530.86,45
5718,Burns PLC,Este,Residencial,1161,2024-10-25,1064.6,0.21,243.81,79
5719,Hernandez-Scott,Sur,Residencial,3668,2024-05-13,1491.31,0.12,440.15999999999997,62
5720,Charles-Short,Sur,Residencial,4665,2024-03-11,1828.62,0.18,839.6999999999999,1
5721,Jacobson PLC,Este,Comercial,3401,2024-10-31,746.68,0.16,544.16,59
5722,Hernandez Group,Norte,Comercial,2069,2024-04-28,1201.85,0.2,413.8,88
5723,"Martin, Johnston and Gillespie",Oeste,Residencial,416,2024-01-17,1139.18,0.17,70.72,0
5724,Green and Sons,Centro,Comercial,8578,2024-04-16,917.58,0.2,1715.6000000000001,11
5725,"Montoya, Rose and Lawson",Oeste,Residencial,8707,2024-03-07,310.63,0.11,957.77,31
5726,Macias-Jones,Norte,Comercial,4948,2024-05-29,1028.52,0.25,1237.0,82
5727,"Roberts, Jensen and Morris",Oeste,Comercial,2280,2024-06-28,1967.81,0.13,296.40000000000003,61
5728,"Butler, Jordan and Doyle",Este,Residencial,285,2024-01-30,1271.68,0.12,34.199999999999996,2
5729,"Kemp, Horn and Lopez",Norte,Residencial,2633,2024-09-16,1454.18,0.16,421.28000000000003,93
5730,Rios PLC,Centro,Residencial,5889,2024-01-19,958.56,0.17,1001.1300000000001,21
5731,Small-Scott,Centro,Residencial,2000,2024-06-25,1323.81,0.13,260.0,71
5732,"Hill, Reynolds and Diaz",Oeste,Comercial,5507,2024-03-21,1324.08,0.21,1156.47,6
5733,Salazar-Merritt,Centro,Residencial,695,2024-08-19,142.78,0.1,69.5,12
5734,"Yoder, Rodgers and Hernandez",Sur,Comercial,3796,2024-01-17,638.96,0.17,645.32,1
5735,"Mendez, Thompson and Pineda",Oeste,Comercial,2575,2024-08-21,868.25,0.24,618.0,0
5736,"Watson, Lyons and Robinson",Norte,Residencial,3595,2024-02-16,1112.65,0.22,790.9,66
5737,"Chapman, Duran and Berger",Oeste,Comercial,825,2024-03-02,1565.4,0.11,90.75,64
5738,Benton-Hoffman,Oeste,Comercial,1278,2024-10-03,1757.84,0.2,255.60000000000002,59
5739,"Garrett, Wall and Sandoval",Centro,Residencial,1444,2024-04-18,507.48,0.14,202.16000000000003,62
5740,Little Group,Este,Comercial,8749,2024-05-01,1361.8,0.1,874.9000000000001,1
5741,King Inc,Sur,Residencial,3189,2024-09-27,1082.03,0.18,574.02,2
5742,Fields-Cooper,Sur,Residencial,3802,2024-08-31,1112.87,0.19,722.38,85
5743,Rivera Group,Centro,Residencial,5062,2024-01-29,1088.2,0.22,1113.64,38
5744,Patterson-Campbell,Oeste,Residencial,7571,2024-08-02,1404.33,0.23,1741.3300000000002,2
5745,Peters Ltd,Este,Comercial,2090,2024-09-25,1475.23,0.13,271.7,67
5746,"Walton, Donovan and Bauer",Norte,Residencial,8897,2024-06-18,875.0,0.12,1067.6399999999999,75
5747,"Francis, Bradley and Morales",Oeste,Residencial,5140,2024-09-05,1241.65,0.16,822.4,10
5748,"Mcdaniel, Baker and Mccormick",Sur,Residencial,1515,2024-09-27,1053.13,0.15,227.25,75
5749,Bailey-Kemp,Centro,Residencial,1835,2024-02-04,1646.68,0.21,385.34999999999997,75
5750,Davis and Sons,Oeste,Residencial,6239,2024-09-24,1109.69,0.12,748.68,4
5751,Johnson-Bell,Centro,Residencial,3768,2024-09-12,1316.05,0.1,376.8,59
5752,Hood-Mooney,Sur,Comercial,2555,2024-07-29,108.29,0.18,459.9,2
5753,West LLC,Norte,Residencial,8138,2024-04-07,1227.04,0.14,1139.3200000000002,56
5754,"Roman, Cole and Smith",Norte,Residencial,8822,2024-08-13,368.57,0.2,1764.4,80
5755,"Guerra, White and Lewis",Oeste,Residencial,9918,2024-04-06,1391.3,0.21,2082.7799999999997,48
5756,"Smith, James and Mccarthy",Este,Comercial,656,2024-01-29,1411.19,0.18,118.08,49
5757,Simmons and Sons,Centro,Residencial,3436,2024-04-25,1982.44,0.18,618.48,85
5758,Stone LLC,Norte,Comercial,8149,2024-01-15,1081.69,0.18,1466.82,57
5759,Sullivan Inc,Oeste,Comercial,6687,2024-04-12,975.71,0.19,1270.53,94
5760,Bailey and Sons,Norte,Residencial,9338,2024-10-15,820.38,0.21,1960.98,10
5761,"Porter, Meyer and Rivera",Este,Residencial,8353,2024-07-06,963.81,0.14,1169.42,8
5762,Bowers-Lewis,Este,Comercial,4247,2024-02-08,878.24,0.13,552.11,10
5763,"Williamson, Soto and Andrews",Este,Residencial,2950,2024-09-03,576.96,0.16,472.0,91
5764,Nelson Ltd,Centro,Comercial,9798,2024-02-17,1325.71,0.23,2253.54,47
5765,Day PLC,Sur,Comercial,3640,2024-11-08,1525.17,0.12,436.8,50
5766,Jordan-Haynes,Norte,Comercial,1388,2024-06-17,605.81,0.21,291.47999999999996,4
5767,Hill-Sullivan,Sur,Residencial,5706,2024-10-05,811.53,0.16,912.96,95
5768,Turner and Sons,Oeste,Comercial,3597,2024-03-19,1769.45,0.23,827.3100000000001,86
5769,Price and Sons,Este,Residencial,8153,2024-06-05,1477.2,0.19,1549.07,95
5770,Collins-Johnson,Centro,Comercial,3422,2024-10-21,1264.8,0.13,444.86,74
5771,"Cook, Hendrix and Castillo",Norte,Residencial,3510,2024-02-13,1865.87,0.21,737.1,29
5772,Riley-Henry,Este,Residencial,7575,2024-01-08,1090.7,0.13,984.75,21
5773,Dominguez-Porter,Este,Residencial,805,2024-07-09,1641.94,0.23,185.15,49
5774,Garcia-Turner,Norte,Residencial,1245,2024-07-01,195.71,0.12,149.4,67
5775,"Santiago, Schneider and Camacho",Este,Comercial,8662,2024-07-18,678.91,0.2,1732.4,88
5776,"Rivers, Hart and Hayes",Centro,Residencial,3824,2024-11-04,1395.26,0.11,420.64,23
5777,King-Moore,Este,Comercial,7750,2024-04-19,80.68,0.22,1705.0,87
5778,"Lopez, Hernandez and Waters",Sur,Comercial,9312,2024-01-29,1655.7,0.14,1303.68,73
5779,Ryan Ltd,Sur,Residencial,4374,2024-01-28,654.1,0.15,656.1,6
5780,Barton-Lopez,Sur,Comercial,2036,2024-07-01,1669.39,0.11,223.96,84
5781,Burton Ltd,Oeste,Residencial,4284,2024-03-09,912.89,0.1,428.40000000000003,56
5782,Gregory-Cook,Sur,Comercial,1191,2024-08-21,1709.74,0.19,226.29,32
5783,Hall-Cannon,Norte,Comercial,2993,2024-03-24,118.01,0.1,299.3,15
5784,Norris LLC,Centro,Comercial,6155,2024-09-27,1814.8,0.2,1231.0,35
5785,"Williams, Taylor and Yang",Sur,Comercial,159,2024-01-01,1626.64,0.23,36.57,24
5786,"Brown, Maddox and Travis",Norte,Residencial,9157,2024-09-15,1630.42,0.18,1648.26,55
5787,"Frazier, Mckinney and Herman",Sur,Comercial,5082,2024-05-23,1474.51,0.15,762.3,58
5788,"Jones, Patterson and Patterson",Centro,Residencial,1558,2024-10-26,1383.85,0.13,202.54000000000002,33
5789,Jackson-Keller,Oeste,Residencial,7064,2024-07-15,1582.28,0.18,1271.52,95
5790,Phillips-Holmes,Sur,Comercial,1403,2024-07-22,399.94,0.18,252.54,57
5791,"Allen, Jackson and Chen",Sur,Comercial,5880,2024-08-23,1868.18,0.12,705.6,56
5792,"Hernandez, Bautista and Harris",Norte,Residencial,2467,2024-06-27,1090.66,0.16,394.72,98
5793,Shepherd-Hampton,Sur,Comercial,3894,2024-10-29,985.86,0.16,623.04,14
5794,Gentry Ltd,Sur,Residencial,385,2024-05-17,1273.6,0.24,92.39999999999999,88
5795,"Mendez, White and Hall",Norte,Residencial,615,2024-01-20,114.67,0.22,135.3,71
5796,Edwards PLC,Sur,Comercial,7491,2024-07-22,791.71,0.21,1573.11,15
5797,"Reynolds, Chavez and Decker",Oeste,Comercial,5279,2024-01-13,157.63,0.15,791.85,7
5798,"Dalton, Smith and Campbell",Este,Comercial,1912,2024-04-26,210.68,0.24,458.88,29
5799,Pratt Group,Sur,Comercial,3826,2024-05-02,658.23,0.21,803.4599999999999,51
5800,Wong-Roman,Oeste,Comercial,9592,2024-10-11,932.45,0.18,1726.56,26
5801,Mckinney LLC,Sur,Residencial,3612,2024-04-26,1881.84,0.13,469.56,63
5802,"Aguilar, Moore and Coleman",Norte,Comercial,8275,2024-03-02,182.78,0.17,1406.75,34
5803,"Love, Brown and Barnett",Oeste,Residencial,9421,2024-01-22,1061.89,0.13,1224.73,41
5804,"Davis, Higgins and Miller",Sur,Comercial,8762,2024-07-25,251.19,0.11,963.82,85
5805,Hernandez-Rodriguez,Este,Residencial,5893,2024-02-10,1137.9,0.23,1355.39,19
5806,Richardson-Chapman,Oeste,Comercial,8418,2024-06-11,1954.32,0.21,1767.78,37
5807,"Hunt, Williamson and Torres",Oeste,Residencial,7763,2024-02-20,1595.81,0.13,1009.19,99
5808,"Jefferson, Cox and Price",Sur,Comercial,1200,2024-04-17,710.77,0.14,168.00000000000003,35
5809,Adams-May,Sur,Residencial,8521,2024-08-17,1594.81,0.2,1704.2,85
5810,Hernandez-Jones,Norte,Residencial,3248,2024-02-03,1262.7,0.13,422.24,35
5811,Rogers-Velazquez,Sur,Residencial,4481,2024-10-15,1126.0,0.18,806.5799999999999,70
5812,"Sanchez, Logan and West",Oeste,Comercial,6586,2024-05-13,1314.95,0.15,987.9,94
5813,"Thomas, Lyons and Rollins",Sur,Residencial,5977,2024-05-05,1486.21,0.18,1075.86,38
5814,Mendez Group,Este,Comercial,9781,2024-08-06,1044.75,0.21,2054.0099999999998,50
5815,"Gordon, Taylor and Mitchell",Sur,Residencial,7954,2024-03-14,679.54,0.18,1431.72,14
5816,Anderson-Perez,Norte,Comercial,2842,2024-02-15,1004.81,0.24,682.0799999999999,65
5817,Harris and Sons,Oeste,Comercial,7748,2024-11-02,1622.88,0.14,1084.72,0
5818,Davis-Owens,Sur,Comercial,5603,2024-06-17,908.91,0.11,616.33,79
5819,"Adams, Cook and Lowe",Norte,Residencial,7157,2024-02-29,531.28,0.23,1646.1100000000001,3
5820,"Paul, Pennington and Lee",Sur,Residencial,3637,2024-08-06,1739.77,0.19,691.03,7
5821,"Underwood, Smith and Bowen",Centro,Residencial,1679,2024-07-04,1693.66,0.19,319.01,6
5822,Richardson and Sons,Norte,Comercial,542,2024-07-16,684.44,0.19,102.98,95
5823,"Cameron, Potts and Taylor",Sur,Comercial,947,2024-09-02,292.63,0.2,189.4,16
5824,"Miller, Keith and Contreras",Norte,Residencial,1095,2024-07-05,458.53,0.18,197.1,87
5825,Day Group,Norte,Residencial,728,2024-11-03,1262.38,0.23,167.44,3
5826,Woods Inc,Centro,Residencial,573,2024-06-23,1026.51,0.13,74.49000000000001,59
5827,Chandler and Sons,Norte,Comercial,2287,2024-10-27,1538.34,0.25,571.75,39
5828,Marquez Group,Norte,Comercial,6031,2024-03-05,1555.39,0.12,723.72,83
5829,Blackburn-Scott,Norte,Residencial,7326,2024-03-19,657.45,0.14,1025.64,33
5830,Montgomery Inc,Este,Residencial,814,2024-06-09,1424.11,0.1,81.4,80
5831,White-Howard,Oeste,Residencial,3097,2024-08-07,923.44,0.19,588.4300000000001,50
5832,Miller-Johnson,Sur,Comercial,8125,2024-07-25,819.14,0.16,1300.0,99
5833,Rodriguez-Palmer,Norte,Comercial,2127,2024-07-26,882.8,0.14,297.78000000000003,65
5834,Weber-Williams,Norte,Comercial,8042,2024-06-05,1881.06,0.21,1688.82,59
5835,"James, Brown and Bailey",Norte,Comercial,956,2024-02-05,1409.41,0.15,143.4,57
5836,Allen and Sons,Oeste,Comercial,2928,2024-02-11,1469.05,0.2,585.6,64
5837,"Watkins, Coleman and Charles",Sur,Comercial,2377,2024-01-21,1379.11,0.19,451.63,51
5838,"Newman, Reyes and Ford",Norte,Comercial,8151,2024-01-31,1906.85,0.25,2037.75,11
5839,Decker-Parks,Sur,Residencial,1808,2024-05-13,1720.97,0.13,235.04000000000002,79
5840,Martinez-Green,Este,Comercial,9955,2024-08-03,1824.71,0.15,1493.25,82
5841,"Donaldson, Bryant and Fields",Norte,Comercial,2645,2024-03-29,821.53,0.17,449.65000000000003,56
5842,Clark-Lara,Oeste,Comercial,2103,2024-01-31,1568.38,0.17,357.51000000000005,8
5843,Smith-Miles,Este,Residencial,5411,2024-09-12,862.14,0.12,649.3199999999999,66
5844,Curtis LLC,Sur,Residencial,8286,2024-07-22,115.16,0.16,1325.76,67
5845,Reyes-Fox,Norte,Residencial,7301,2024-05-17,1315.08,0.17,1241.17,27
5846,Stone-Kelly,Norte,Comercial,2056,2024-03-30,1842.98,0.18,370.08,81
5847,"Burke, Henry and Robinson",Centro,Comercial,4383,2024-05-25,1563.07,0.24,1051.92,93
5848,Little Inc,Sur,Comercial,8881,2024-03-09,612.76,0.15,1332.1499999999999,13
5849,Lewis-Bray,Oeste,Comercial,4596,2024-09-02,1521.44,0.15,689.4,63
5850,"Martinez, Abbott and Montes",Sur,Residencial,2443,2024-08-11,1679.04,0.23,561.89,35
5851,Small-Diaz,Centro,Residencial,9659,2024-06-23,1534.53,0.13,1255.67,96
5852,Bennett-Erickson,Sur,Residencial,8609,2024-09-12,235.78,0.21,1807.8899999999999,15
5853,"Walton, Mccarty and Richard",Centro,Residencial,3042,2024-09-02,947.35,0.1,304.2,21
5854,Singh-Owen,Sur,Comercial,1220,2024-01-21,902.86,0.23,280.6,53
5855,Anderson LLC,Norte,Comercial,6032,2024-08-22,1112.54,0.17,1025.44,35
5856,"Gonzalez, Santos and Lawrence",Norte,Comercial,3726,2024-10-01,364.57,0.24,894.24,24
5857,"Hogan, Lewis and Allen",Oeste,Residencial,5260,2024-05-27,403.85,0.19,999.4,73
5858,"Scott, Hall and Garcia",Sur,Comercial,9290,2024-06-24,726.64,0.16,1486.4,10
5859,Henderson and Sons,Este,Comercial,8998,2024-07-05,275.71,0.22,1979.56,42
5860,Miller and Sons,Centro,Residencial,1541,2024-06-23,1058.29,0.12,184.92,88
5861,Miller-Cox,Centro,Residencial,6211,2024-06-16,150.89,0.22,1366.42,26
5862,"Hudson, Lynch and Hodge",Norte,Comercial,8566,2024-08-20,1748.98,0.14,1199.24,29
5863,Roberts and Sons,Centro,Comercial,2327,2024-05-12,913.52,0.15,349.05,55
5864,"Thomas, Merritt and Freeman",Oeste,Residencial,3439,2024-04-18,1131.79,0.14,481.46000000000004,36
5865,"Delacruz, Snyder and Davis",Este,Residencial,9245,2024-09-09,326.2,0.15,1386.75,75
5866,Stewart PLC,Este,Residencial,5907,2024-01-11,898.5,0.17,1004.19,97
5867,Dawson-Smith,Sur,Residencial,4827,2024-05-05,396.39,0.14,675.7800000000001,27
